product_id,product_name,product_brand,pro_price,pro_quantity,pro_color,pro_size,pro_fabric
5953,Dress,Tommy Hilfiger,7263,104,Black,40,Leather
5954,Sweater,Nike,7948,45,Green,38,Linen
5955,Jeans,Reebok,8641,196,Red,XXL,Cotton
5956,Jeans,Reebok,1328,179,White,42,Wool
5957,Blazer,H&M,4287,143,Orange,M,Polyester
5958,Sweater,Nike,2056,103,Green,XXL,Silk
5959,Skirt,Armani,4577,43,Red,38,Silk
5960,Hoodie,Zara,1403,88,Yellow,M,Wool
5961,Sneakers,Armani,3567,163,White,S,Mesh
5962,Hoodie,Puma,9041,168,White,L,Leather
5963,Shorts,H&M,8028,56,White,S,Mesh
5964,Sweater,Nike,9896,87,Grey,XXL,Denim
5965,Jeans,Tommy Hilfiger,5685,186,Red,XL,Linen
5966,Dress,H&M,3775,47,Black,XXL,Nylon
5967,Hoodie,Adidas,4643,157,Grey,XXL,Silk
5968,Sweater,H&M,3936,199,Yellow,L,Linen
5969,Blazer,Puma,5830,170,Grey,M,Denim
5970,Jacket,Tommy Hilfiger,6372,125,Green,XXL,Wool
5971,Dress,Reebok,5166,95,White,XXL,Leather
5972,Skirt,H&M,9872,157,Blue,40,Wool
5973,Jeans,H&M,5375,60,Yellow,36,Silk
5974,Jacket,H&M,1841,13,White,38,Wool
5975,Hoodie,Tommy Hilfiger,6174,84,Green,42,Mesh
5976,T-Shirt,Levi's,6001,143,Green,44,Viscose
5977,Sweater,Puma,5770,57,Black,S,Linen
5978,Jacket,Armani,4018,124,Red,36,Viscose
5979,Blazer,Tommy Hilfiger,935,77,Pink,36,Cotton
5980,Shorts,Armani,8960,16,Purple,40,Linen
5981,Blazer,Reebok,1844,182,Blue,M,Linen
5982,Dress,Levi's,871,23,Green,40,Denim
5983,Dress,Nike,8556,114,Black,44,Linen
5984,Skirt,H&M,1076,89,Pink,XL,Polyester
5985,Dress,Tommy Hilfiger,9410,116,Pink,XXL,Wool
5986,T-Shirt,H&M,8384,96,Blue,XL,Mesh
5987,Jeans,Nike,6972,84,Red,38,Leather
5988,Skirt,Reebok,2825,73,White,38,Denim
5989,Jacket,Tommy Hilfiger,3633,53,Yellow,XL,Silk
5990,Hoodie,H&M,4981,26,Grey,S,Denim
5991,Hoodie,Reebok,2124,138,Yellow,XL,Polyester
5992,Sweater,H&M,5759,175,Yellow,XL,Leather
5993,Shorts,Reebok,4187,51,Purple,38,Nylon
5994,T-Shirt,H&M,581,187,Black,XXL,Polyester
5995,Blazer,Puma,1635,118,Red,XL,Leather
5996,Blazer,H&M,3214,67,Blue,S,Viscose
5997,T-Shirt,Puma,5012,138,Purple,XXL,Leather
5998,Sneakers,Armani,1202,135,Pink,M,Silk
5999,Hoodie,Puma,9070,49,Grey,XL,Linen
6000,Hoodie,Zara,2100,18,Green,38,Leather
6001,Hoodie,Zara,2935,106,Orange,36,Mesh
6002,Shorts,Adidas,7463,81,Orange,XL,Mesh
6003,Hoodie,Puma,2656,68,Red,36,Nylon
6004,Hoodie,Armani,639,170,White,42,Denim
6005,Blazer,Adidas,3924,104,Orange,36,Leather
6006,Hoodie,Levi's,8868,194,White,44,Linen
6007,Skirt,H&M,5535,20,Orange,38,Viscose
6008,Hoodie,Nike,9744,179,White,XL,Denim
6009,Sweater,Puma,7025,179,Purple,S,Polyester
6010,Hoodie,Gucci,3110,195,Black,M,Mesh
6011,Sweater,Adidas,4036,50,Blue,40,Cotton
6012,Jacket,Armani,9539,116,Orange,42,Denim
6013,Shorts,Nike,5974,195,White,XXL,Linen
6014,Blazer,Armani,4592,127,Green,38,Linen
6015,Sneakers,Tommy Hilfiger,1408,123,Pink,XXL,Leather
6016,Skirt,Armani,5217,101,White,S,Polyester
6017,Dress,Gucci,4803,104,Green,M,Denim
6018,Blazer,Armani,8289,59,Yellow,44,Linen
6019,Sweater,Adidas,4185,101,Purple,36,Polyester
6020,Jeans,Puma,540,134,Blue,40,Wool
6021,Jeans,Nike,6387,21,Purple,XXL,Linen
6022,Blazer,Tommy Hilfiger,7251,152,Black,XL,Mesh
6023,Jeans,Adidas,1729,121,Blue,38,Denim
6024,Sweater,Levi's,7174,176,Black,M,Nylon
6025,Hoodie,Reebok,8816,40,Red,42,Silk
6026,Blazer,Puma,3622,116,Orange,XXL,Wool
6027,Shorts,Nike,4134,166,Purple,38,Leather
6028,Blazer,Nike,9955,142,Grey,XXL,Silk
6029,Jeans,Tommy Hilfiger,9710,20,Orange,36,Viscose
6030,Blazer,H&M,9667,72,Grey,L,Linen
6031,Jacket,Reebok,9863,27,White,S,Denim
6032,Shorts,Adidas,3343,158,Green,S,Leather
6033,Jacket,Nike,3475,149,Purple,XL,Silk
6034,T-Shirt,Zara,3185,180,Pink,S,Silk
6035,Skirt,Nike,7055,29,Black,XXL,Cotton
6036,Skirt,Puma,8290,56,Orange,XL,Silk
6037,Sneakers,Nike,6832,181,Yellow,44,Mesh
6038,Blazer,Puma,9383,131,Orange,40,Mesh
6039,Sneakers,Levi's,3554,86,Blue,XL,Leather
6040,Jacket,Levi's,9778,59,White,L,Viscose
6041,Hoodie,H&M,7186,145,White,36,Wool
6042,Jeans,Zara,1805,141,Green,44,Silk
6043,Dress,Puma,9350,16,Green,XXL,Silk
6044,Skirt,Zara,9814,12,Red,S,Linen
6045,T-Shirt,Armani,6703,11,Purple,36,Mesh
6046,Sneakers,Gucci,904,143,White,L,Nylon
6047,Jacket,Adidas,9485,31,Blue,XL,Leather
6048,Skirt,Nike,8079,93,Yellow,38,Cotton
6049,Sweater,Puma,3383,194,White,XL,Cotton
6050,Skirt,Adidas,5787,47,Grey,S,Mesh
6051,Hoodie,Adidas,9923,75,White,40,Denim
6052,Shorts,Zara,8508,189,Blue,XXL,Wool
6053,Shorts,Armani,6960,67,Red,XXL,Mesh
6054,Dress,Armani,8502,170,White,44,Nylon
6055,Jacket,H&M,4534,170,Black,38,Linen
6056,Hoodie,Nike,2406,25,Blue,S,Leather
6057,Sneakers,Puma,5864,119,Black,S,Linen
6058,T-Shirt,Armani,4340,70,Green,40,Mesh
6059,Blazer,Gucci,9788,163,Green,XXL,Nylon
6060,Skirt,Reebok,6948,48,Red,XL,Viscose
6061,Skirt,H&M,2604,10,Green,44,Silk
6062,Shorts,Puma,5804,162,Yellow,L,Silk
6063,Jeans,Tommy Hilfiger,719,111,White,42,Leather
6064,Jeans,H&M,8237,14,Green,S,Cotton
6065,Hoodie,Armani,6655,44,Grey,40,Mesh
6066,Sweater,Levi's,5262,46,Orange,S,Linen
6067,Jacket,Reebok,7659,64,White,S,Mesh
6068,Jeans,Puma,5379,129,White,40,Denim
6069,T-Shirt,Puma,6601,194,Grey,44,Cotton
6070,Sneakers,Armani,501,177,Pink,44,Mesh
6071,Dress,Adidas,2739,142,Purple,M,Wool
6072,T-Shirt,Adidas,2657,127,White,XXL,Viscose
6073,T-Shirt,Nike,9556,67,Black,44,Polyester
6074,Skirt,Tommy Hilfiger,7081,194,Yellow,42,Nylon
6075,Shorts,Gucci,3392,152,White,M,Linen
6076,Sneakers,Tommy Hilfiger,799,29,Green,42,Cotton
6077,Hoodie,Puma,4838,174,Yellow,40,Linen
6078,Dress,Tommy Hilfiger,8096,36,Purple,S,Leather
6079,T-Shirt,Nike,6302,80,Pink,40,Linen
6080,Sweater,Gucci,2507,96,Black,S,Nylon
6081,Sneakers,Puma,6071,176,Red,44,Leather
6082,Shorts,Puma,2529,140,Black,38,Denim
6083,Sneakers,Levi's,5532,167,Purple,36,Linen
6084,Blazer,Adidas,9395,137,Pink,36,Cotton
6085,Jacket,Adidas,994,40,Orange,XL,Denim
6086,Shorts,Zara,701,99,Purple,XL,Mesh
6087,Dress,Puma,4460,148,Yellow,XL,Linen
6088,Hoodie,Armani,4214,72,Blue,38,Linen
6089,Jeans,Zara,9982,101,Blue,M,Cotton
6090,Sweater,Nike,800,82,Red,XXL,Nylon
6091,Sneakers,Tommy Hilfiger,697,95,Black,L,Viscose
6092,Blazer,H&M,5568,35,Black,42,Cotton
6093,Skirt,Nike,8910,142,Blue,42,Linen
6094,Jacket,Armani,5985,103,Pink,42,Viscose
6095,Shorts,Gucci,6485,172,Purple,40,Denim
6096,Skirt,Levi's,7301,43,Red,38,Silk
6097,Skirt,Nike,5258,163,Pink,42,Nylon
6098,Jacket,Adidas,5228,67,Purple,S,Linen
6099,Dress,Puma,2032,123,Pink,XL,Viscose
6100,Sneakers,Zara,2986,15,Blue,42,Nylon
6101,T-Shirt,Tommy Hilfiger,8511,165,Red,44,Cotton
6102,Jeans,Armani,3709,169,Orange,XL,Mesh
6103,Shorts,Reebok,903,19,Blue,36,Silk
6104,Shorts,H&M,7621,88,Grey,42,Mesh
6105,Dress,Armani,9039,125,Red,38,Wool
6106,Sweater,Gucci,3306,99,Blue,XXL,Leather
6107,T-Shirt,Adidas,7493,18,Orange,44,Polyester
6108,Jacket,Adidas,6131,36,Green,M,Wool
6109,Jacket,Armani,4807,132,Grey,44,Linen
6110,Skirt,Tommy Hilfiger,3005,63,Red,44,Denim
6111,Hoodie,Reebok,1433,112,Pink,40,Wool
6112,Jeans,H&M,3961,188,Blue,40,Linen
6113,Dress,Tommy Hilfiger,5364,175,Blue,L,Polyester
6114,Dress,Puma,9090,89,White,XL,Denim
6115,Dress,Nike,1777,198,Yellow,36,Denim
6116,Blazer,Puma,8919,28,Blue,XXL,Viscose
6117,Blazer,Reebok,9395,55,Pink,S,Wool
6118,Blazer,Puma,3087,76,White,S,Leather
6119,Shorts,Nike,9258,199,Green,XXL,Silk
6120,Dress,Armani,6737,109,Yellow,36,Wool
6121,Sweater,Puma,6604,14,Pink,XXL,Denim
6122,Jeans,Reebok,6408,187,Black,42,Nylon
6123,T-Shirt,Nike,9336,152,Yellow,42,Mesh
6124,Dress,Adidas,9899,176,Black,XXL,Leather
6125,Jacket,Nike,2851,59,Red,36,Denim
6126,Jeans,H&M,1199,174,Green,42,Silk
6127,Sneakers,Adidas,739,47,Purple,L,Mesh
6128,Skirt,Zara,1545,25,Green,36,Silk
6129,Sweater,Adidas,6259,103,Red,S,Leather
6130,Dress,Adidas,5123,190,Purple,M,Wool
6131,T-Shirt,Adidas,4978,78,Yellow,XL,Leather
6132,Hoodie,Zara,2440,15,Grey,XL,Denim
6133,T-Shirt,Zara,4156,198,Purple,M,Silk
6134,Dress,Zara,841,124,White,L,Cotton
6135,Sweater,Gucci,3965,37,Pink,L,Mesh
6136,Sneakers,Armani,7259,25,Black,38,Viscose
6137,Shorts,Gucci,3923,189,White,S,Polyester
6138,Shorts,Zara,5271,165,Orange,40,Nylon
6139,Jeans,Nike,5709,100,Orange,38,Polyester
6140,Jeans,H&M,9048,119,Black,38,Leather
6141,Blazer,Zara,7508,184,Green,M,Silk
6142,Sweater,H&M,895,68,Yellow,44,Cotton
6143,Blazer,Reebok,3454,167,Purple,42,Silk
6144,Jacket,Adidas,4292,168,Purple,XXL,Wool
6145,Shorts,Zara,2953,134,Black,XXL,Mesh
6146,Blazer,H&M,8529,139,Yellow,36,Nylon
6147,Shorts,Nike,7813,173,Yellow,L,Nylon
6148,Hoodie,H&M,1727,55,Blue,40,Silk
6149,Jeans,Nike,8502,86,Red,42,Mesh
6150,Sneakers,Levi's,7624,190,White,38,Mesh
6151,Jacket,Armani,8149,85,Pink,L,Silk
6152,Sweater,Gucci,8752,168,Purple,42,Denim
6153,Jeans,Armani,9409,67,Black,42,Leather
6154,Sweater,Gucci,595,88,Purple,M,Cotton
6155,T-Shirt,H&M,2663,141,Orange,36,Viscose
6156,T-Shirt,Puma,5950,117,Green,40,Viscose
6157,Jacket,Puma,7157,138,Blue,44,Wool
6158,Sneakers,Armani,2237,76,Black,44,Cotton
6159,Dress,Zara,2208,57,Orange,L,Viscose
6160,Blazer,Armani,550,64,Black,XXL,Cotton
6161,Blazer,Zara,8561,34,Grey,L,Mesh
6162,Sneakers,Reebok,6631,178,Red,S,Denim
6163,Jacket,Adidas,9863,141,Red,L,Mesh
6164,Hoodie,Zara,4341,111,Purple,44,Denim
6165,Hoodie,Levi's,1617,156,Yellow,S,Leather
6166,Jacket,Reebok,6191,144,Pink,40,Polyester
6167,Hoodie,Adidas,4102,110,Red,L,Mesh
6168,T-Shirt,Gucci,5607,55,Black,L,Cotton
6169,Dress,Zara,3321,47,Black,XXL,Leather
6170,Sweater,Tommy Hilfiger,647,12,Purple,XXL,Viscose
6171,Jeans,Tommy Hilfiger,3294,154,Grey,M,Silk
6172,Skirt,Adidas,2142,181,Green,42,Wool
6173,Sweater,Puma,3418,80,Blue,44,Denim
6174,Blazer,Nike,5938,81,Red,S,Cotton
6175,Sweater,Gucci,4323,32,Blue,XXL,Leather
6176,Jacket,H&M,9338,20,Yellow,36,Wool
6177,Blazer,Nike,3930,193,Grey,36,Cotton
6178,Shorts,Reebok,1296,12,Purple,40,Linen
6179,Skirt,Levi's,9578,115,Pink,XL,Denim
6180,Sweater,Nike,2873,39,Yellow,40,Wool
6181,Dress,Zara,2485,49,Blue,36,Mesh
6182,Sweater,Puma,3789,155,Orange,42,Mesh
6183,Hoodie,Levi's,1736,79,Black,38,Viscose
6184,Jacket,Puma,893,112,Green,44,Linen
6185,Sneakers,Zara,2549,114,Grey,40,Silk
6186,Hoodie,Puma,9799,63,Red,S,Denim
6187,Dress,Zara,5892,53,Yellow,XL,Silk
6188,Skirt,Puma,9077,64,Yellow,40,Silk
6189,Sweater,Gucci,6493,143,Black,XXL,Viscose
6190,Jacket,Puma,2696,58,Grey,XXL,Silk
6191,Sneakers,Tommy Hilfiger,6676,40,Yellow,36,Wool
6192,Hoodie,Reebok,6366,163,White,XXL,Silk
6193,T-Shirt,H&M,6917,37,Grey,36,Denim
6194,T-Shirt,Levi's,8547,114,Pink,XL,Leather
6195,Jeans,Gucci,5626,122,Yellow,36,Leather
6196,T-Shirt,Puma,2089,121,Yellow,44,Mesh
6197,Hoodie,Levi's,9260,175,Black,XXL,Linen
6198,Sneakers,Adidas,7791,17,Pink,M,Linen
6199,Hoodie,Puma,9257,44,Red,M,Linen
6200,Skirt,Tommy Hilfiger,7965,136,Grey,40,Linen
6201,Sneakers,Puma,9025,32,Pink,M,Denim
6202,Hoodie,Puma,1436,68,Purple,XL,Mesh
6203,Shorts,Nike,2946,166,Orange,36,Polyester
6204,Dress,Zara,928,32,Black,38,Polyester
6205,T-Shirt,Armani,2551,26,Grey,38,Viscose
6206,Hoodie,Levi's,6035,139,Blue,36,Silk
6207,Jeans,Nike,7174,33,Pink,XXL,Mesh
6208,Jacket,Puma,9622,55,Yellow,L,Linen
6209,Dress,Gucci,8886,105,White,M,Linen
6210,Hoodie,H&M,4490,160,Grey,S,Polyester
6211,Skirt,Adidas,1908,79,Red,36,Silk
6212,Dress,Gucci,5543,128,White,L,Mesh
6213,Hoodie,Reebok,5351,77,White,44,Nylon
6214,Dress,Adidas,3656,109,Green,42,Linen
6215,Sweater,Puma,7599,175,Green,38,Cotton
6216,Sweater,Zara,7214,113,Red,36,Nylon
6217,Sneakers,Gucci,8972,177,Green,XL,Polyester
6218,Shorts,Zara,4759,165,Red,M,Silk
6219,Sweater,Zara,7334,102,Purple,36,Polyester
6220,Jacket,Nike,6504,161,Blue,44,Nylon
6221,Hoodie,H&M,9574,12,Yellow,40,Wool
6222,Sneakers,Puma,4457,67,Blue,XL,Nylon
6223,Shorts,H&M,958,101,Black,XXL,Wool
6224,Shorts,Gucci,9893,70,Blue,L,Wool
6225,Jacket,Levi's,9059,79,Black,40,Mesh
6226,Shorts,Gucci,8312,89,Blue,38,Viscose
6227,Skirt,Adidas,4552,193,Red,42,Mesh
6228,Blazer,Adidas,9077,157,Green,L,Leather
6229,Dress,H&M,1472,163,Red,XXL,Wool
6230,Jacket,Nike,6555,127,Purple,42,Wool
6231,Sweater,Armani,6409,29,Grey,XL,Cotton
6232,Dress,Nike,2635,139,Pink,S,Silk
6233,Sweater,Adidas,8382,110,Purple,M,Cotton
6234,Shorts,H&M,7113,83,Green,40,Linen
6235,T-Shirt,Puma,6177,33,Black,L,Silk
6236,Sweater,Levi's,5431,182,Green,36,Cotton
6237,Jeans,Gucci,3403,29,Purple,XL,Cotton
6238,Dress,H&M,5802,185,Green,S,Denim
6239,Jacket,Zara,9254,93,Grey,44,Leather
6240,Shorts,Armani,965,198,Blue,44,Polyester
6241,Jacket,Gucci,4972,186,Purple,XL,Nylon
6242,Skirt,Reebok,9327,90,Red,M,Denim
6243,Dress,Puma,7598,189,Pink,XL,Cotton
6244,Hoodie,Zara,8729,77,Red,42,Denim
6245,Sneakers,Nike,2286,20,Pink,XL,Leather
6246,Skirt,Zara,9343,34,Yellow,XXL,Nylon
6247,Jacket,H&M,3506,125,Grey,XXL,Denim
6248,Jeans,H&M,1343,84,Orange,S,Linen
6249,Jeans,Adidas,8119,177,Black,M,Nylon
6250,Shorts,Gucci,9660,68,Orange,S,Cotton
6251,Jeans,H&M,9384,34,Yellow,40,Mesh
6252,Sneakers,Armani,6804,166,White,S,Linen
6253,Sneakers,Gucci,7403,172,Red,S,Nylon
6254,Hoodie,Zara,8737,12,Yellow,XL,Linen
6255,Jeans,Zara,5772,56,Orange,40,Nylon
6256,Sneakers,H&M,7865,123,Red,M,Mesh
6257,Jeans,Gucci,3561,20,Grey,S,Leather
6258,Blazer,Armani,4753,173,Green,XXL,Denim
6259,Jacket,Nike,9143,22,Grey,XXL,Wool
6260,Sneakers,Levi's,6651,62,Grey,38,Polyester
6261,Dress,H&M,3716,80,Orange,L,Silk
6262,Sneakers,Puma,7721,103,Grey,42,Leather
6263,Shorts,Puma,598,192,Pink,40,Mesh
6264,Sweater,Zara,9202,154,White,XXL,Viscose
6265,Shorts,Levi's,6471,129,Pink,42,Polyester
6266,Dress,Zara,834,131,Pink,XL,Polyester
6267,Hoodie,Tommy Hilfiger,4559,157,Pink,36,Viscose
6268,Shorts,Zara,2265,22,White,S,Wool
6269,Jacket,H&M,517,14,Orange,36,Viscose
6270,Shorts,Nike,3590,194,Red,S,Linen
6271,Hoodie,Zara,3856,130,Blue,M,Leather
6272,Jacket,Levi's,5299,66,Yellow,L,Denim
6273,Shorts,Adidas,6236,19,Yellow,XL,Nylon
6274,Shorts,Adidas,6391,46,Yellow,XXL,Denim
6275,Dress,Adidas,5518,28,White,44,Viscose
6276,Shorts,Levi's,9755,169,Yellow,M,Cotton
6277,T-Shirt,H&M,3419,109,Grey,38,Leather
6278,Shorts,Adidas,6150,63,Pink,40,Leather
6279,Skirt,Puma,2680,146,Red,S,Leather
6280,Shorts,Nike,4929,21,Yellow,38,Nylon
6281,Shorts,Adidas,2826,135,Grey,44,Nylon
6282,Hoodie,Levi's,7603,63,Orange,XXL,Cotton
6283,Blazer,Gucci,4675,92,Yellow,XL,Linen
6284,T-Shirt,Nike,7252,169,Yellow,XXL,Nylon
6285,Sneakers,Reebok,3480,67,Red,XL,Cotton
6286,Sweater,Reebok,3842,44,Orange,XXL,Cotton
6287,Dress,Armani,5443,190,Red,44,Leather
6288,Jacket,Puma,2732,59,Black,S,Cotton
6289,Dress,Zara,3759,143,Red,XL,Wool
6290,Dress,Reebok,8828,47,Red,40,Cotton
6291,Sweater,Levi's,1628,62,Purple,XXL,Wool
6292,Shorts,Puma,2483,162,Grey,L,Cotton
6293,Blazer,Reebok,1270,116,Green,S,Nylon
6294,Sweater,Gucci,2271,39,Grey,S,Cotton
6295,Dress,Levi's,1712,187,Grey,S,Polyester
6296,T-Shirt,Zara,6769,87,Red,42,Silk
6297,Skirt,Puma,8128,100,Yellow,XL,Denim
6298,T-Shirt,Zara,4885,177,Purple,36,Nylon
6299,T-Shirt,Zara,3493,45,Purple,XXL,Silk
6300,Hoodie,H&M,9638,194,Purple,XXL,Leather
6301,Blazer,Puma,7336,22,Grey,42,Polyester
6302,Skirt,H&M,7146,165,Black,38,Leather
6303,Jeans,Armani,8013,128,Black,42,Mesh
6304,Blazer,Zara,4607,25,White,38,Polyester
6305,Shorts,Zara,4589,31,Grey,S,Polyester
6306,Shorts,Tommy Hilfiger,2733,170,Yellow,38,Wool
6307,Jeans,H&M,6978,197,Blue,XL,Denim
6308,T-Shirt,Tommy Hilfiger,5657,44,Purple,40,Mesh
6309,Skirt,Tommy Hilfiger,2121,12,Blue,XL,Silk
6310,Jacket,Zara,8226,104,Blue,XL,Cotton
6311,Dress,Zara,6394,36,Black,44,Silk
6312,Skirt,H&M,9125,122,Blue,M,Wool
6313,Sweater,Puma,2768,83,Pink,42,Leather
6314,Sweater,Armani,8929,189,White,42,Linen
6315,Shorts,Levi's,2491,113,White,XXL,Cotton
6316,Blazer,Gucci,2910,91,Blue,42,Polyester
6317,Dress,Puma,2537,31,Blue,40,Wool
6318,Jeans,Armani,6415,134,Grey,40,Leather
6319,Hoodie,Zara,5746,162,Purple,40,Linen
6320,Skirt,Nike,9572,188,Orange,38,Viscose
6321,Shorts,H&M,2190,16,Green,36,Viscose
6322,Hoodie,Nike,4561,164,Green,M,Viscose
6323,Jacket,Nike,888,58,Green,XL,Mesh
6324,Jeans,Puma,2929,108,Green,L,Wool
6325,Hoodie,Armani,6573,142,Red,XXL,Mesh
6326,Jacket,Armani,1056,104,Grey,36,Polyester
6327,Sweater,Levi's,6396,136,Blue,40,Linen
6328,Dress,H&M,4434,140,Red,XL,Leather
6329,Blazer,Tommy Hilfiger,2295,89,Grey,38,Wool
6330,Shorts,Tommy Hilfiger,8317,149,White,44,Cotton
6331,Sweater,Puma,6550,166,Blue,42,Viscose
6332,Hoodie,Puma,8486,163,White,40,Mesh
6333,Shorts,Armani,7721,186,Pink,40,Linen
6334,Dress,Armani,2725,68,Blue,S,Polyester
6335,Skirt,Levi's,7831,99,Yellow,36,Silk
6336,Shorts,H&M,2610,19,Blue,XL,Linen
6337,Shorts,Zara,6436,117,Red,XL,Mesh
6338,Jeans,Zara,9083,71,Grey,XXL,Silk
6339,Sweater,Zara,7647,52,Red,L,Leather
6340,Hoodie,Armani,3047,118,Black,L,Viscose
6341,T-Shirt,Tommy Hilfiger,4640,195,Purple,44,Cotton
6342,Skirt,Tommy Hilfiger,6634,101,Grey,XXL,Cotton
6343,Sweater,Armani,9101,29,Grey,38,Mesh
6344,Sweater,Nike,1483,126,Orange,38,Viscose
6345,T-Shirt,H&M,5839,22,Orange,L,Leather
6346,Dress,Gucci,4037,91,Yellow,38,Polyester
6347,Sweater,Adidas,3559,185,Blue,40,Leather
6348,Jeans,Puma,6661,166,Blue,M,Wool
6349,Jacket,Zara,6631,43,White,42,Silk
6350,Dress,Zara,8138,103,Orange,S,Polyester
6351,Jeans,Gucci,1480,193,Pink,S,Linen
6352,Sweater,Armani,7847,79,Yellow,40,Leather
6353,Dress,Armani,1253,80,Red,XL,Wool
6354,Sneakers,Armani,8364,88,Green,M,Denim
6355,Blazer,Armani,2646,86,Green,S,Silk
6356,Jacket,Armani,627,34,Grey,L,Wool
6357,Shorts,Reebok,6948,60,White,40,Cotton
6358,Jeans,Tommy Hilfiger,9133,155,Grey,40,Cotton
6359,Skirt,Puma,2350,185,Orange,XL,Nylon
6360,Blazer,H&M,2146,155,Grey,L,Viscose
6361,Blazer,H&M,8663,45,Pink,L,Linen
6362,Skirt,Zara,9446,85,Grey,40,Mesh
6363,Hoodie,Nike,2589,179,Black,XL,Polyester
6364,Sneakers,Nike,9744,30,White,XXL,Polyester
6365,Dress,Adidas,4246,56,Orange,40,Mesh
6366,Sneakers,Puma,9766,53,Orange,40,Viscose
6367,Hoodie,H&M,6832,13,Green,XL,Leather
6368,Jacket,Nike,7476,116,Purple,44,Polyester
6369,Sneakers,Tommy Hilfiger,2831,128,Blue,M,Nylon
6370,Sneakers,Tommy Hilfiger,9073,196,Red,36,Mesh
6371,Jeans,Zara,9411,118,Yellow,42,Silk
6372,Dress,Adidas,4364,122,Yellow,L,Mesh
6373,Jeans,Zara,7580,118,Red,38,Polyester
6374,Skirt,Zara,7078,159,Black,38,Cotton
6375,Dress,Nike,5167,119,Blue,XXL,Wool
6376,Dress,Tommy Hilfiger,6394,151,Black,40,Polyester
6377,Jacket,Gucci,3358,75,White,36,Silk
6378,Blazer,Reebok,4030,18,Grey,38,Linen
6379,Dress,Armani,6848,156,Red,XL,Mesh
6380,Skirt,Adidas,1228,200,White,42,Leather
6381,Skirt,H&M,4053,52,Blue,36,Polyester
6382,Jeans,Tommy Hilfiger,1123,104,Pink,L,Wool
6383,Sweater,Levi's,7709,76,Orange,L,Mesh
6384,Blazer,Reebok,4360,150,Yellow,L,Polyester
6385,Jacket,Nike,9988,133,Purple,L,Polyester
6386,Sneakers,Gucci,1774,109,Yellow,L,Linen
6387,Sneakers,Levi's,9476,52,Pink,XXL,Cotton
6388,Skirt,Reebok,5199,28,Orange,36,Viscose
6389,T-Shirt,Tommy Hilfiger,5084,61,White,40,Cotton
6390,Dress,Tommy Hilfiger,7596,125,Orange,38,Viscose
6391,Blazer,Reebok,8214,185,Green,S,Mesh
6392,Jacket,Gucci,4179,92,Black,38,Denim
6393,Shorts,Adidas,3559,46,Green,XL,Nylon
6394,Shorts,Levi's,9296,178,Black,S,Wool
6395,T-Shirt,H&M,9894,86,Orange,44,Mesh
6396,T-Shirt,H&M,4910,165,Red,L,Viscose
6397,Skirt,Armani,4025,118,White,L,Leather
6398,Hoodie,Gucci,3527,169,White,XXL,Denim
6399,Dress,H&M,9118,119,Green,L,Viscose
6400,Shorts,Zara,3543,182,White,42,Nylon
6401,Sweater,Zara,8174,169,Purple,42,Wool
6402,T-Shirt,Gucci,3989,164,Orange,42,Mesh
6403,Skirt,H&M,8970,63,Grey,L,Linen
6404,Jacket,Levi's,1303,47,Orange,XXL,Denim
6405,T-Shirt,Levi's,3017,54,Black,XL,Denim
6406,Skirt,Armani,3468,101,Purple,M,Denim
6407,Shorts,Tommy Hilfiger,4444,39,White,42,Mesh
6408,Blazer,Gucci,8779,50,Blue,40,Wool
6409,Shorts,Reebok,7045,104,Blue,L,Denim
6410,Jeans,Nike,9828,53,Orange,L,Nylon
6411,Hoodie,Puma,8965,28,Green,40,Viscose
6412,Sweater,Adidas,2392,53,White,S,Leather
6413,Jacket,Levi's,9173,137,Green,40,Wool
6414,T-Shirt,Gucci,2757,118,White,XXL,Polyester
6415,Jacket,Adidas,7409,190,Purple,XL,Denim
6416,Sweater,Levi's,5528,167,Blue,XXL,Viscose
6417,Shorts,Gucci,1266,115,Black,M,Polyester
6418,Blazer,Armani,5223,86,Orange,44,Mesh
6419,Jeans,Levi's,5378,10,Green,42,Silk
6420,Sweater,Reebok,3469,41,Blue,38,Silk
6421,Blazer,Adidas,5802,151,Blue,XXL,Silk
6422,Blazer,Adidas,3135,91,Yellow,44,Cotton
6423,Hoodie,Gucci,8984,78,Grey,38,Wool
6424,Sweater,H&M,9115,136,Grey,L,Linen
6425,Jeans,Reebok,7923,172,Orange,L,Linen
6426,Dress,Adidas,5734,51,Black,40,Wool
6427,Hoodie,Tommy Hilfiger,7902,175,Grey,L,Mesh
6428,T-Shirt,Reebok,2918,143,Grey,36,Mesh
6429,Hoodie,Nike,4920,174,Green,38,Viscose
6430,Blazer,Levi's,852,55,Purple,S,Polyester
6431,Jeans,Nike,2617,156,White,40,Denim
6432,Hoodie,H&M,3810,110,Green,40,Linen
6433,Skirt,Levi's,6605,116,Red,38,Leather
6434,Sweater,Reebok,5371,147,White,36,Viscose
6435,Jeans,Levi's,9244,174,Green,M,Mesh
6436,Jacket,Gucci,8476,97,Red,40,Wool
6437,Jeans,Reebok,3633,55,Orange,XXL,Cotton
6438,Shorts,H&M,1503,124,Purple,S,Nylon
6439,Shorts,Nike,7844,32,Green,42,Nylon
6440,Jeans,Levi's,7278,96,White,XXL,Mesh
6441,Jeans,Zara,7728,92,Purple,40,Viscose
